cve,repo,commit
CVE-2016-10156,systemd,06eeacb6fe029804f296b065b3ce91e796e1cd0e
CVE-2020-1712,systemd,ea0d0ede03c6f18dbc5036c5e9cccf97e415ccc2
CVE-2020-1712,systemd,1068447e6954dc6ce52f099ed174c442cb89ed54
CVE-2020-1712,systemd,637486261528e8aa3da9f26a4487dc254f4b7abb
CVE-2020-1712,systemd,bc130b6858327b382b07b3985cf48e2aa9016b2d
CVE-2021-21388,systeminformation,0be6fcd575c05687d1076d5cd6d75af2ebae5a46
CVE-2021-21388,systeminformation,7922366d707de7f20995fc8e30ac3153636bf35f
CVE-2021-21388,systeminformation,01ef56cd5824ed6da1c11b37013a027fdef67524
CVE-2021-25981,talkyard,b0310df019887f3464895529c773bc7d85ddcf34
CVE-2021-25981,talkyard,b0712915d8a22a20b09a129924e8a29c25ae5761
CVE-2017-12896,tcpdump,f76e7feb41a4327d2b0978449bbdafe98d4a3771
CVE-2017-12896,tcpdump,4e430c6b0d8b7e77c7abca7e7afb0c3e727502f2
CVE-2017-12899,tcpdump,f96003b21e2abfbba59b926b10a7f9bc7d11e36c
CVE-2017-12899,tcpdump,c6e0531b5def26ecf912e8de6ade86cbdaed3751
CVE-2017-12902,tcpdump,d17507ffa3e9742199b02a66aa940e79ababfa30
CVE-2017-12902,tcpdump,6ec0c6fa63412c7a07a5bcb790a529c3563b4173
CVE-2017-12987,tcpdump,99798bd9a41bd3d03fdc1e949810a38967f20ed3
CVE-2017-12987,tcpdump,2ecb9d2c67d9119250c54811a6ce4d0f2ddf44f1
CVE-2017-13000,tcpdump,a7e5f58f402e6919ec444a57946bade7dfd6b184
CVE-2017-13000,tcpdump,9be4e0b5938b705e7e36cfcb110a740c6ff0cb97
CVE-2017-13000,tcpdump,8512734883227c11568bb35da1d48b9f8466f43f
CVE-2017-13004,tcpdump,42073d54c53a496be40ae84152bbfe2c923ac7bc
CVE-2017-13004,tcpdump,35d146b7a66496d72cdeb95ccb33ab80a265ce90
CVE-2017-13020,tcpdump,d692d67332bcc90540088ad8e725eb3279e39863
CVE-2017-13020,tcpdump,c5dd7bef5e54da5996dc4713284aa6266ae75b75
CVE-2017-13024,tcpdump,7d3aba9f06899d0128ef46e8a2fa143c6fad8f62
CVE-2017-13024,tcpdump,2e1f6d9320afa83abc1ff716c7981fa504edadf2
CVE-2017-13028,tcpdump,66e22961b30547e9a8daa1f0e8dc9fbe6e2698fa
CVE-2017-13028,tcpdump,29e5470e6ab84badbc31f4532bb7554a796d9d52
CVE-2017-13687,tcpdump,a1eefe986065846b6c69dbc09afd9fa1a02c4a3d
CVE-2017-13687,tcpdump,866c60236c41cea1e1654c8a071897292f64be49
CVE-2017-13725,tcpdump,c7c515ee03c285cc51376328de4ae9d549e501a5
CVE-2017-13725,tcpdump,3c4d7c0ee30a30e5abff3d6d9586a3753101faf5
CVE-2020-15202,tensorflow,27b417360cbd671ef55915e4bb6bb06af8b8a832
CVE-2020-15202,tensorflow,ca8c013b5e97b1373b3bb1c97ea655e69f31a575
CVE-2020-15211,tensorflow,e11f55585f614645b360563072ffeb5c3eeff162
CVE-2020-15211,tensorflow,cd31fd0ce0449a9e0f83dcad08d6ed7f1d6bef3f
CVE-2020-15211,tensorflow,46d5b0852528ddfd614ded79bccc75589f801bd9
CVE-2020-15211,tensorflow,00302787b788c5ff04cb6f62aed5a74d936e86c0
CVE-2020-15211,tensorflow,fff2c8326280c07733828f990548979bdc893859
CVE-2020-15211,tensorflow,1970c2158b1ffa416d159d03c3370b9a462aee35
CVE-2021-29591,tensorflow,9c1dc920d8ffb4893d6c9d27d1f039607b326743
CVE-2021-29591,tensorflow,c6173f5fe66cdbab74f4f869311fe6aae2ba35f4
CVE-2021-29607,tensorflow,ba6822bd7b7324ba201a28b2f278c29a98edbef2
CVE-2021-29607,tensorflow,f6fde895ef9c77d848061c0517f19d0ec2682f3a
CVE-2021-29608,tensorflow,c4d7afb6a5986b04505aca4466ae1951686c80f6
CVE-2021-29608,tensorflow,f94ef358bb3e91d517446454edff6535bcfe8e4a
CVE-2021-29608,tensorflow,b761c9b652af2107cfbc33efd19be0ce41daa33e
CVE-2021-29609,tensorflow,41727ff06111117bdf86b37db198217fd7a143cc
CVE-2021-29609,tensorflow,6fd02f44810754ae7481838b6a67c5df7f909ca3
CVE-2021-29612,tensorflow,ba6822bd7b7324ba201a28b2f278c29a98edbef2
CVE-2021-29612,tensorflow,0ab290774f91a23bebe30a358fde4e53ab4876a0
CVE-2021-29613,tensorflow,14607c0707040d775e06b6817325640cb4b5864c
CVE-2021-29613,tensorflow,4504a081af71514bb1828048363e6540f797005b
CVE-2021-37662,tensorflow,9c87c32c710d0b5b53dc6fd3bfde4046e1f7a5ad
CVE-2021-37662,tensorflow,429f009d2b2c09028647dd4bb7b3f6f414bbaad7
CVE-2021-37665,tensorflow,9e62869465573cb2d9b5053f1fa02a81fce21d69
CVE-2021-37665,tensorflow,203214568f5bc237603dbab6e1fd389f1572f5c9
CVE-2021-37669,tensorflow,3a7362750d5c372420aa8f0caf7bf5b5c3d0f52d
CVE-2021-37669,tensorflow,b5cdbf12ffcaaffecf98f22a6be5a64bb96e4f58
CVE-2021-37682,tensorflow,537bc7c723439b9194a358f64d871dd326c18887
CVE-2021-37682,tensorflow,4a91f2069f7145aab6ba2d8cfe41be8a110c18a5
CVE-2021-37682,tensorflow,8933b8a21280696ab119b63263babdb54c298538
CVE-2021-37687,tensorflow,eb921122119a6b6e470ee98b89e65d721663179d
CVE-2021-37687,tensorflow,bb6a0383ed553c286f87ca88c207f6774d5c4a8f
CVE-2021-41197,tensorflow,a871989d7b6c18cdebf2fb4f0e5c5b62fbc19edf
CVE-2021-41197,tensorflow,d81b1351da3e8c884ff836b64458d94e4a157c15
CVE-2021-41197,tensorflow,7c1692bd417eb4f9b33ead749a41166d6080af85
CVE-2021-41202,tensorflow,1b0e0ec27e7895b9985076eab32445026ae5ca94
CVE-2021-41202,tensorflow,6d94002a09711d297dbba90390d5482b76113899
CVE-2021-41203,tensorflow,368af875869a204b4ac552b9ddda59f6a46a56ec
CVE-2021-41203,tensorflow,abcced051cb1bd8fb05046ac3b6023a7ebcc4578
CVE-2021-41203,tensorflow,e8dc63704c88007ee4713076605c90188d66f3d2
CVE-2021-41203,tensorflow,b619c6f865715ca3b15ef1842b5b95edbaa710ad
CVE-2021-41206,tensorflow,68422b215e618df5ad375bcdc6d2052e9fd3080a
CVE-2021-41206,tensorflow,4d74d8a00b07441cba090a02e0dd9ed385145bf4
CVE-2021-41206,tensorflow,579261dcd446385831fe4f7457d802a59685121d
CVE-2021-41206,tensorflow,e7f497570abb6b4ae5af4970620cd880e4c0c904
CVE-2021-41206,tensorflow,da4aad5946be30e5f049920fa076e1f7ef021261
CVE-2021-41206,tensorflow,4dddb2fd0b01cdd196101afbba6518658a2c9e07
CVE-2021-41227,tensorflow,3712a2d3455e6ccb924daa5724a3652a86f6b585
CVE-2021-41227,tensorflow,1cb6bb6c2a6019417c9adaf9e6843ba75ee2580b
CVE-2022-21740,tensorflow,2b7100d6cdff36aa21010a82269bc05a6d1cc74a
CVE-2022-21740,tensorflow,adbbabdb0d3abb3cdeac69e38a96de1d678b24b3
CVE-2022-23559,tensorflow,a4e401da71458d253b05e41f28637b65baf64be4
CVE-2022-23559,tensorflow,1de49725a5fc4e48f1a3b902ec3599ee99283043
CVE-2022-23559,tensorflow,f19be71717c497723ba0cea0379e84f061a75e01
CVE-2022-23567,tensorflow,e952a89b7026b98fe8cbe626514a93ed68b7c510
CVE-2022-23567,tensorflow,1b54cadd19391b60b6fcccd8d076426f7221d5e8
CVE-2022-23568,tensorflow,b51b82fe65ebace4475e3c54eb089c18a4403f1c
CVE-2022-23568,tensorflow,a68f68061e263a88321c104a6c911fe5598050a8
CVE-2022-23581,tensorflow,1fb27733f943295d874417630edd3b38b34ce082
CVE-2022-23581,tensorflow,240655511cd3e701155f944a972db71b6c0b1bb6
CVE-2022-23581,tensorflow,ebc1a2ffe5a7573d905e99bd0ee3568ee07c12c1
CVE-2022-23586,tensorflow,3d89911481ba6ebe8c88c1c0b595412121e6c645
CVE-2022-23586,tensorflow,dcc21c7bc972b10b6fb95c2fb0f4ab5a59680ec2
CVE-2022-23589,tensorflow,0a365c029e437be0349c31f8d4c9926b69fa3fa1
CVE-2022-23589,tensorflow,045deec1cbdebb27d817008ad5df94d96a08b1bf
CVE-2022-29204,tensorflow,20cb18724b0bf6c09071a3f53434c4eec53cc147
CVE-2022-29204,tensorflow,84563f265f28b3c36a15335c8b005d405260e943
CVE-2022-29207,tensorflow,a5b89cd68c02329d793356bda85d079e9e69b4e7
CVE-2022-29207,tensorflow,dbdd98c37bc25249e8f288bd30d01e118a7b4498
CVE-2022-29216,tensorflow,8b202f08d52e8206af2bdb2112a62fafbc546ec7
CVE-2022-29216,tensorflow,c5da7af048611aa29e9382371f0aed5018516cac
CVE-2022-36014,tensorflow,a0f0b9a21c9270930457095092f558fbad4c03e5
CVE-2022-36014,tensorflow,3a754740d5414e362512ee981eefba41561a63a6
CVE-2015-2972,thetis,ce535a38ec92ff0f98af11ab41a425d1529a31ef
CVE-2015-2972,thetis,842e44f0c2bd7d680430bb89a3bb78fd744961f9
CVE-2015-2972,thetis,c07e255d2296d50a0bffafaf66a76f8f1b53621f
CVE-2015-2972,thetis,d9ed965075634ca1a095b480b459c68445ce951d
CVE-2015-2972,thetis,a61dc72035c7ae0b06f6d7dc8b2a848ffc7db277
CVE-2015-2972,thetis,4ca3f5f486759660b87d7c146f1fdc11264f56eb
CVE-2015-2972,thetis,8004ee0c384daae0b28478ff8193d1990c397f57
CVE-2015-2972,thetis,1b8234706e1294f41df42f3d1ccb71b983ffbe23
CVE-2021-29436,timetracker,e77be7eea69df5d52e19f9f25b5b89a0e66a5b8e
CVE-2021-29436,timetracker,e3f8222ee308322942bcebcd86b78ecf19382563
CVE-2021-41139,timetracker,d3f60bd3e3ea8ff8ec31a596baec6750af601b7c
CVE-2021-41139,timetracker,559906731f153c9b3a632c2839ed11669b76d593
CVE-2021-43851,timetracker,0cf32f1046418aa2e5218b0b370064820c330c6a
CVE-2021-43851,timetracker,94fda0cc0c9c20ab98d38ccc75ff040d13dc7f1b
CVE-2016-1000232,tough-cookie,e4fc2e0f9ee1b7a818d68f0ac7ea696f377b1534
CVE-2016-1000232,tough-cookie,615627206357d997d5e6ff9da158997de05235ae
CVE-2022-31032,tuleap,7e221a9d1893c13407b35008762757a76d8e5654
CVE-2022-31032,tuleap,cc38bcc59ce0c733ca915d95daec5f3082fb17ca
CVE-2022-39348,twisted,f2f5e81c03f14e253e85fe457e646130780db40b
CVE-2022-39348,twisted,f49041bb67792506d85aeda9cf6157e92f8048f4
CVE-2021-23365,tyk-identity-broker,243092965b0f93a95a14cb882b5b9a3df61dd5c0
CVE-2021-23365,tyk-identity-broker,46f70420e0911e4e8b638575e29d394c227c75d0
CVE-2021-27097,u-boot,6f3c2d8aa5e6cbd80b5e869bbbddecb66c329d01
CVE-2021-27097,u-boot,b6f4c757959f8850e1299a77c8e5713da78e8ec0
CVE-2021-27097,u-boot,8a7d4cf9820ea16fabd25a6379351b4dc291204b
CVE-2021-27138,u-boot,3f04db891a353f4b127ed57279279f851c6b4917
CVE-2021-27138,u-boot,79af75f7776fc20b0d7eb6afe1e27c00fdb4b9b4
CVE-2021-27138,u-boot,b6f4c757959f8850e1299a77c8e5713da78e8ec0
CVE-2018-20164,uap-core,156f7e12b215bddbaf3df4514c399d683e6cdadc
CVE-2018-20164,uap-core,010ccdc7303546cd22b9da687c29f4a996990014
CVE-2018-3774,url-parse,d7b582ec1243e8024e60ac0b62d2569c939ef5de
CVE-2018-3774,url-parse,53b1794e54d0711ceb52505e0f74145270570d5a
CVE-2022-36007,venice,215ae91bb964013b0a2d70718a692832d561ae0a
CVE-2022-36007,venice,c942c73136333bc493050910f171a48e6f575b23
CVE-2022-2522,vim,5fa9f23a63651a8abdb074b4fc2ec9b1adc6b089
CVE-2022-2522,vim,b9e717367c395490149495cf375911b5d9de889e
CVE-2019-1010200,voice-builder,f6660e6d8f0d1d931359d591dbdec580fef36d36
CVE-2019-1010200,voice-builder,c145d4604df67e6fc625992412eef0bf9a85e26b
CVE-2019-16766,wagtail-2fa,13b12995d35b566df08a17257a23863ab6efb0ca
CVE-2019-16766,wagtail-2fa,a6711b29711729005770ff481b22675b35ff5c81
CVE-2022-42725,warpinator,5244c33d4c109ede9607b9d94461650410e2cddc
CVE-2022-42725,warpinator,8bfd2f8b3f1b0c0f0a5a6d275702d107b9e08a94
CVE-2022-42725,warpinator,95124fd4468683dd69ddd7b3da0e9906ce6beae2
CVE-2022-42725,warpinator,f4907ef6a17a189d56ab0a9da4b53190b061ad75
CVE-2014-3119,web2project,eead99b36f62a8222d9f3a913f1a2268200687ef
CVE-2014-3119,web2project,ab5ba92a6aaf0435cd0b2132cf7f9b7b41575a28
CVE-2022-24710,weblate,f6753a1a1c63fade6ad418fbda827c6750ab0bda
CVE-2022-24710,weblate,9e19a8414337692cc90da2a91c9af5420f2952f1
CVE-2022-24710,weblate,22d577b1f1e88665a88b4569380148030e0f8389
CVE-2017-9313,webmin,c2d4a90639afb2403979aa91ba75cb332ae16d1b
CVE-2017-9313,webmin,a330e913ee099cb9c586ce1b9267647fc566c1ab
CVE-2020-36177,wolfssl,fb2288c46dd4c864b78f00a47a364b96a09a5c0f
CVE-2020-36177,wolfssl,63bf5dc56ccbfc12a73b06327361687091a4c6f7
CVE-2021-42917,xbmc,80c8138c09598e88b4ddb6dbb279fa193bbb3237
CVE-2021-42917,xbmc,48730b64494798705d46dfccc4029bd36d072df3
CVE-2022-23617,xwiki-platform,b35ef0edd4f2ff2c974cbeef6b80fcf9b5a44554
CVE-2022-23617,xwiki-platform,30c52b01559b8ef5ed1035dac7c34aaf805764d5
CVE-2022-36092,xwiki-platform,71a6d0bb6f8ab718fcfaae0e9b8c16c2d69cd4bb
CVE-2022-36092,xwiki-platform,9b7057d57a941592d763992d4299456300918208
CVE-2018-10897,yum-utils,7554c0133eb830a71dc01846037cc047d0acbc2c
CVE-2018-10897,yum-utils,6a8de061f8fdc885e74ebe8c94625bf53643b71c
CVE-2018-20140,zenphoto,9db85fcf9cc97887b81f34f03dcb180fd74e57da
CVE-2018-20140,zenphoto,695fb61707e4286b64f6e446c189b449bd07d00a
CVE-2018-14055,znc,d22fef8620cdd87490754f607e7153979731c69d
CVE-2018-14055,znc,a7bfbd93812950b7444841431e8e297e62cb524e
CVE-2020-13775,znc,2390ad111bde16a78c98ac44572090b33c3bd2d8
CVE-2020-13775,znc,d229761821da38d984a9e4098ad96842490dc001
CVE-2022-39285,zoneminder,c0a4c05e84eea0f6ccf7169c014efe5422c9ba0d
CVE-2022-39285,zoneminder,d289eb48601a76e34feea3c1683955337b1fae59
CVE-2022-39291,zoneminder,34ffd92bf123070cab6c83ad4cfe6297dd0ed0b4
CVE-2022-39291,zoneminder,cb3fc5907da21a5111ae54128a5d0b49ae755e9b
CVE-2022-39291,zoneminder,de2866f9574a2bf2690276fad53c91d607825408
CVE-2022-39291,zoneminder,73d9f2482cdcb238506388798d3cf92546f9e40c
CVE-2009-0385,FFmpeg,0838cfdc8a10185604db5cd9d6bffad71279a0e8
CVE-2010-3429,FFmpeg,6e73cef6e3b536fbccdb82bd9260440d836b3f03
CVE-2010-4704,FFmpeg,3dde66752d59dfdd0f3727efd66e7202b3c75078
CVE-2011-0480,FFmpeg,13184036a6b1b1d4b61c91118c0896e9ad4634c3
CVE-2011-1931,FFmpeg,89f903b3d5ec38c9c5d90fba7e626fa0eda61a32
CVE-2011-2161,FFmpeg,8312e3fc9041027a33c8bc667bb99740fdf41dd5
CVE-2011-3362,FFmpeg,6481a36010d8f7d834676f17ba555d0a3815c760
CVE-2011-3934,FFmpeg,247d30a7dba6684ccce4508424f35fd58465e535
CVE-2011-3935,FFmpeg,668494acd8b20f974c7722895d4a6a14c1005f1e
CVE-2011-3937,FFmpeg,71db86d53b5c6872cea31bf714a1a38ec78feaba
CVE-2011-3940,FFmpeg,5c011706bc752d34bc6ada31d7df2ca0c9af7c6b
CVE-2011-3941,FFmpeg,c77be3a35a0160d6af88056b0899f120f2eef38e
CVE-2011-3944,FFmpeg,1285baaab550e3e761590ef6dfb1d9bd9d1332e4
CVE-2011-3945,FFmpeg,807a045ab7f51993a2c1b3116016cbbd4f3d20d6
CVE-2011-3946,FFmpeg,9decfc17bb76da34734296048d390b176abf404c
CVE-2011-3947,FFmpeg,b57d262412204e54a7ef8fa1b23ff4dcede622e5
CVE-2011-3973,FFmpeg,4a71da0f3ab7f5542decd11c81994f849d5b2c78
CVE-2011-3974,FFmpeg,4a71da0f3ab7f5542decd11c81994f849d5b2c78
CVE-2011-4031,FFmpeg,ba9a7e0d71bd34f8b89ae99322b62a310be163a6
CVE-2011-4352,FFmpeg,eef5c35b4352ec49ca41f6198bee8a976b1f81e5
CVE-2011-4364,FFmpeg,c0cbe36b18ab3eb13a53fe684ec1f63a00df2c86
CVE-2011-4579,FFmpeg,6e24b9488e67849a28e64a8056e05f83cf439229
CVE-2012-0848,FFmpeg,5257743aee0c3982f0079e6553aabc6aa39401d2
CVE-2012-0850,FFmpeg,944f5b2779e4aa63f7624df6cd4de832a53db81b
CVE-2012-0851,FFmpeg,7fff64e00d886fde11d61958888c82b461cf99b9
CVE-2012-0852,FFmpeg,608708009f69ba4cecebf05120c696167494c897
CVE-2012-0853,FFmpeg,9af6abdc17deb95c9b1f1d9242ba49b8b5e0b016
CVE-2012-0854,FFmpeg,6d8e6fe9dbc365f50521cf0c4a5ffee97c970cb5
CVE-2012-0858,FFmpeg,204cb29b3c84a74cbcd059d353c70c8bdc567d98
CVE-2012-0859,FFmpeg,6fcf2bb8af0e7d6bb179e71e67e5fab8ef0d2ec2
CVE-2012-2772,FFmpeg,cb7190cd2c691fd93e4d3664f3fce6c19ee001dd
CVE-2012-2775,FFmpeg,9d3032b960ae03066c008d6e6774f68b17a1d69d
CVE-2012-2776,FFmpeg,ba775a54bc2136ec5da85385a923b05ee6fab159
CVE-2012-2777,FFmpeg,25715064c2ef4978672a91f8c856f3e8809a7c45
CVE-2012-2779,FFmpeg,229e4c133287955d5f3f837520a3602709b21950
CVE-2012-2783,FFmpeg,d85b3c4fff4c4b255232fcc01edbd57f19d60998
CVE-2012-2784,FFmpeg,25715064c2ef4978672a91f8c856f3e8809a7c45
CVE-2012-2786,FFmpeg,d1c95d2ce39560e251fdb14f4af91b04fd7b845c
CVE-2012-2787,FFmpeg,01bf2ad7351fdaa2e21b6bdf963d22d6ffccb920
CVE-2012-2788,FFmpeg,c41ac870470c614185e1752c11f892809022248a
CVE-2012-2789,FFmpeg,97a5addfcf0029d0f5538ed70cb38cae4108a618
CVE-2012-2790,FFmpeg,2837d8dc276760db1821b81df3f794a90bfa56e6
CVE-2012-2791,FFmpeg,0846719dd11ab3f7a7caee13e7af71f71d913389
CVE-2012-2793,FFmpeg,83c7803f55b3231faeb93c1a634399a70fae9480
CVE-2012-2794,FFmpeg,5ad7335ebac2b38bb2a1c8df51a500b78461c05a
CVE-2012-2796,FFmpeg,5e59a77cec804a9b44c60ea22c17beba6453ef23
CVE-2012-2797,FFmpeg,cca9528524c7a4b91451f4322bd50849af5d057e
CVE-2012-2798,FFmpeg,72b9537d8886f679494651df517dfed9b420cf1f
CVE-2012-2800,FFmpeg,f0bf9e9c2a65e9a2b9d9e4e94f99acb191dc7ae7
CVE-2012-2801,FFmpeg,1df49142bab1b7bccd11392aa9e819e297d21a6e
CVE-2012-2802,FFmpeg,2c22701c371c2f3dea21fcdbb97c981939fb77af
CVE-2012-2803,FFmpeg,951cbea56fdc03ef96d07fbd7e5bed755d42ac8a
CVE-2012-2804,FFmpeg,4a80ebe491609e04110a1dd540a0ca79d3be3d04
CVE-2012-5116,FFmpeg,2c16bf2de07c68513072bf3cc96401d2c6291a3e
CVE-2012-6617,FFmpeg,cbe43e62c9ac7d4aefdc13476f6f691bd626525f
CVE-2012-6618,FFmpeg,03847eb8259291b4ff1bd840bd779d0699d71f96
CVE-2013-0844,FFmpeg,f18c873ab5ee3c78d00fdcc2582b39c133faecb4
CVE-2013-0845,FFmpeg,0ceca269b66ec12a23bf0907bd2c220513cdbf16
CVE-2013-0846,FFmpeg,a7ee6281f7ef1c29284e3a4cadfe0f227ffde1ed
CVE-2013-0848,FFmpeg,6abb9a901fca27da14d4fffbb01948288b5da3ba
CVE-2013-0849,FFmpeg,3ae610451170cd5a28b33950006ff0bd23036845
CVE-2013-0850,FFmpeg,d6c184880ee2e09fd68c0ae217173832cee5afc1
CVE-2013-0851,FFmpeg,63ac64864c6e0e84355aa3caa5b92208997a9a8d
CVE-2013-0852,FFmpeg,c0d68be555f5858703383040e04fcd6529777061
CVE-2013-0853,FFmpeg,be818df547c3b0ae4fadb50fd210139a8636706a
CVE-2013-0854,FFmpeg,1f41cffe1e3e79620f587545bdfcbd7e6e68ed29
CVE-2013-0855,FFmpeg,3920d1387834e2bc334aff9f518f4beb24e470bd
CVE-2013-0856,FFmpeg,fd4f4923cce6a2cbf4f48640b4ac706e614a1594
CVE-2013-0857,FFmpeg,2fbb37b51bbea891392ad357baf8f3dff00bac05
CVE-2013-0858,FFmpeg,13451f5520ce6b0afde861b2285dda659f8d4fb4
CVE-2013-0860,FFmpeg,23318a57358358e7a4dc551e830e4503f0638cfe
CVE-2013-0865,FFmpeg,ab6c9332bfa1e20127a16392a0b85a4aa4840889
CVE-2013-0866,FFmpeg,96f452ac647dae33c53c242ef3266b65a9beafb6
CVE-2013-0867,FFmpeg,11c99c78bafa77f679a1a3ba06ad00984b9a4cae
CVE-2013-0868,FFmpeg,f67a0d115254461649470452058fa3c28c0df294
CVE-2013-0869,FFmpeg,695af8eed642ff0104834495652d1ee784a4c14d
CVE-2013-0873,FFmpeg,4f1279154ee9baf2078241bf5619774970d18b25
CVE-2013-0894,FFmpeg,2c16bf2de07c68513072bf3cc96401d2c6291a3e
CVE-2013-2277,FFmpeg,bdeb61ccc67911cfc5e20c7cfb1312d0501ca90a
CVE-2013-2495,FFmpeg,3dbc0ff9c3e6f6e0d08ea3d42cb33761bae084ba
CVE-2013-2496,FFmpeg,e398990eb87785e20e065cd3f14d1dbb69df4392
CVE-2013-3670,FFmpeg,c1f2c4c3b49277d65b71ccdd3b6b2878f1b593eb
CVE-2013-3672,FFmpeg,8d3c99e825317b7efda5fd12e69896b47c700303
CVE-2013-3674,FFmpeg,ad002e1a13a8df934bd6cb2c84175a4780ab8942
CVE-2013-4358,FFmpeg,072be3e8969f24113d599444be4d6a0ed04a6602
CVE-2013-7009,FFmpeg,3819db745da2ac7fb3faacb116788c32f4753f34
CVE-2013-7010,FFmpeg,454a11a1c9c686c78aa97954306fb63453299760
CVE-2013-7011,FFmpeg,547d690d676064069d44703a1917e0dab7e33445
CVE-2013-7014,FFmpeg,86736f59d6a527d8bc807d09b93f971c0fe0bb07
CVE-2013-7015,FFmpeg,880c73cd76109697447fbfbaa8e5ee5683309446
CVE-2013-7020,FFmpeg,b05cd1ea7e45a836f7f6071a716c38bb30326e0f
CVE-2014-2098,FFmpeg,ec9578d54d09b64bf112c2bf7a34b1ef3b93dbd3
CVE-2014-2263,FFmpeg,842b6c14bcfc1c5da1a2d288fd65386eb8c158ad
CVE-2014-5271,FFmpeg,52b81ff4635c077b2bc8b8d3637d933b6629d803
CVE-2014-5272,FFmpeg,3539d6c63a16e1b2874bb037a86f317449c58770
CVE-2014-7933,FFmpeg,490a3ebf36821b81f73e34ad3f554cb523dd2682
CVE-2014-7937,FFmpeg,8c50704ebf1777bee76772c4835d9760b3721057
CVE-2014-8541,FFmpeg,5c378d6a6df8243f06c87962b873bd563e58cd39
CVE-2014-8542,FFmpeg,105654e376a736d243aef4a1d121abebce912e6b
CVE-2014-8543,FFmpeg,8b0e96e1f21b761ca15dbb470cd619a1ebf86c3e
CVE-2014-8544,FFmpeg,e1c0cfaa419aa5d320540d5a1b3f8fd9b82ab7e5
CVE-2014-8545,FFmpeg,3e2b745020c2dbf0201fe7df3dad9e7e0b2e1bb6
CVE-2014-8546,FFmpeg,e7e5114c506957f40aafd794e06de1a7e341e9d5
CVE-2014-8547,FFmpeg,8f1457864be8fb9653643519dea1c6492f1dde57
CVE-2014-8548,FFmpeg,c727401aa9d62335e89d118a5b4e202edf39d905
CVE-2014-8549,FFmpeg,550f3e9df3410b3dd975e590042c0d83e20a8da3
CVE-2014-9316,FFmpeg,0eecf40935b22644e6cd74c586057237ecfd6844
CVE-2014-9317,FFmpeg,79ceaf827be0b070675d4cd0a55c3386542defd8
CVE-2014-9318,FFmpeg,1d3a3b9f8907625b361420d48fe05716859620ff
CVE-2014-9319,FFmpeg,ea38e5a6b75706477898eb1e6582d667dbb9946c
CVE-2014-9602,FFmpeg,93a5a16f136d095d23610f57bdad10ba88120fba
CVE-2014-9603,FFmpeg,3030fb7e0d41836f8add6399e9a7c7b740b48bfd
CVE-2014-9604,FFmpeg,3881606240953b9275a247a1c98a567f3c44890f
CVE-2015-1208,FFmpeg,3ebd76a9c57558e284e94da367dd23b435e6a6d0
CVE-2015-1872,FFmpeg,fabbfaa095660982cc0bc63242c459561fa37037
CVE-2015-3395,FFmpeg,f7e1367f58263593e6cee3c282f7277d7ee9d553
CVE-2015-3417,FFmpeg,e8714f6f93d1a32f4e4655209960afcf4c185214
CVE-2015-6761,FFmpeg,dabea74d0e82ea80cd344f630497cafcb3ef872c
CVE-2015-6818,FFmpeg,47f4e2d8960ca756ca153ab8e3e93d80449b8c91
CVE-2015-6819,FFmpeg,84afc6b70d24fc0bf686e43138c96cf60a9445fe
CVE-2015-6820,FFmpeg,79a98294da6cd85f8c86b34764c5e0c43b09eea3
CVE-2015-6821,FFmpeg,b160fc290cf49b516c5b6ee0730fd9da7fc623b1
CVE-2015-6822,FFmpeg,39bbdebb1ed8eb9c9b0cd6db85afde6ba89d86e4
CVE-2015-6823,FFmpeg,f7068bf277a37479aecde2832208d820682b35e6
CVE-2015-6824,FFmpeg,a5d44d5c220e12ca0cb7a4eceb0f74759cb13111
CVE-2015-6825,FFmpeg,f1a38264f20382731cf2cc75fdd98f4c9a84a626
CVE-2015-6826,FFmpeg,3197c0aa87a3b7190e17d49e6fbc7b554e4b3f0a
CVE-2015-8216,FFmpeg,d24888ef19ba38b787b11d1ee091a3d94920c76a
CVE-2015-8217,FFmpeg,93f30f825c08477fe8f76be00539e96014cc83c8
CVE-2015-8218,FFmpeg,d4a731b84a08f0f3839eaaaf82e97d8d9c67da46
CVE-2015-8219,FFmpeg,43492ff3ab68a343c1264801baa1d5a02de10167
CVE-2015-8363,FFmpeg,44a7f17d0b20e6f8d836b2957e3e357b639f19a2
CVE-2015-8364,FFmpeg,df91aa034b82b77a3c4e01791f4a2b2ff6c82066
CVE-2015-8365,FFmpeg,4a9af07a49295e014b059c1ab624c40345af5892
CVE-2015-8661,FFmpeg,4ea4d2f438c9a7eba37980c9a87be4b34943e4d5
CVE-2015-8662,FFmpeg,75422280fbcdfbe9dc56bde5525b4d8b280f1bc5
CVE-2015-8663,FFmpeg,abee0a1c60612e8638640a8a3738fffb65e16dbf
CVE-2016-10190,FFmpeg,2a05c8f813de6f2278827734bf8102291e7484aa
CVE-2016-10191,FFmpeg,7d57ca4d9a75562fa32e40766211de150f8b3ee7
CVE-2016-10192,FFmpeg,a5d25faa3f4b18dac737fdb35d0dd68eb0dc2156
CVE-2016-2213,FFmpeg,0aada30510d809bccfd539a90ea37b61188f2cb4
CVE-2016-2326,FFmpeg,7c0b84d89911b2035161f5ef51aafbfcc84aa9e2
CVE-2016-2327,FFmpeg,7ec9c5ce8a753175244da971fed9f1e25aef7971
